FECHA DENUNCIA;EDAD;PUNTOS;TRAMITADO POR DGT DGT;TIPO VÍA
01Jan2011;29;6;NO;
01Jan2011;22;6;NO;
01Jan2011;20;6;NO;
01Jan2011;25;6;NO;
01Jan2011;20;6;NO;
01Jan2011;32;6;NO;
01Jan2011;28;6;NO;
01Jan2011;23;6;NO;
01Jan2011;23;6;NO;
01Jan2011;29;6;NO;
01Jan2011;20;6;NO;
01Jan2011;31;6;NO;
01Jan2011;30;6;NO;
01Jan2011;33;6;NO;
01Jan2011;28;6;NO;
01Jan2011;23;6;NO;
01Jan2011;25;6;NO;
01Jan2011;27;6;NO;
01Jan2011;18;6;NO;
01Jan2011;23;6;SI;Carretera Convencional
01Jan2011;38;6;SI;Carretera Convencional
01Jan2011;36;6;NO;
01Jan2011;24;6;SI;Carretera Convencional
01Jan2011;21;6;NO;
02Jan2011;24;6;NO;
02Jan2011;20;6;NO;
02Jan2011;43;6;NO;
02Jan2011;23;6;NO;
02Jan2011;18;6;NO;
02Jan2011;24;6;NO;
02Jan2011;27;6;NO;
02Jan2011;43;6;NO;
02Jan2011;22;6;NO;
02Jan2011;21;6;NO;
02Jan2011;20;6;NO;
02Jan2011;29;6;NO;
02Jan2011;30;6;NO;
02Jan2011;20;6;NO;
02Jan2011;22;6;NO;
03Jan2011;25;6;NO;
03Jan2011;21;6;NO;
03Jan2011;24;6;NO;
03Jan2011;35;6;SI;Carretera Convencional
03Jan2011;25;6;NO;
03Jan2011;34;6;NO;
03Jan2011;35;6;NO;
03Jan2011;39;6;NO;
03Jan2011;19;6;NO;
03Jan2011;32;6;NO;
04Jan2011;25;6;NO;
04Jan2011;19;6;SI;Carretera Convencional
04Jan2011;24;6;SI;Carretera Convencional
04Jan2011;24;6;NO;
04Jan2011;30;6;NO;
04Jan2011;27;6;SI;Carretera Convencional
04Jan2011;52;6;NO;
04Jan2011;21;6;NO;
05Jan2011;29;6;NO;
05Jan2011;28;6;NO;
05Jan2011;22;6;NO;
05Jan2011;26;6;NO;
05Jan2011;18;6;NO;
05Jan2011;19;6;NO;
06Jan2011;20;6;NO;
06Jan2011;32;6;NO;
06Jan2011;22;6;NO;
06Jan2011;22;6;NO;
06Jan2011;23;6;NO;
06Jan2011;35;6;NO;
06Jan2011;24;6;NO;
06Jan2011;18;6;NO;
06Jan2011;20;6;NO;
06Jan2011;20;6;NO;
07Jan2011;32;6;NO;
07Jan2011;53;6;SI;Autovía
07Jan2011;31;6;NO;
07Jan2011;24;6;NO;
07Jan2011;20;6;NO;
07Jan2011;35;6;NO;
07Jan2011;21;6;NO;
07Jan2011;35;6;NO;
07Jan2011;28;6;NO;
07Jan2011;26;6;NO;
07Jan2011;24;6;NO;
07Jan2011;19;6;NO;
07Jan2011;23;6;NO;
07Jan2011;21;6;NO;
07Jan2011;47;6;NO;
08Jan2011;24;6;NO;
08Jan2011;32;6;NO;
08Jan2011;31;6;NO;
08Jan2011;27;6;NO;
08Jan2011;27;6;NO;
08Jan2011;27;6;NO;
08Jan2011;19;6;NO;
08Jan2011;26;6;NO;
08Jan2011;22;6;NO;
08Jan2011;26;6;NO;
08Jan2011;28;6;NO;
08Jan2011;24;6;NO;
08Jan2011;27;6;NO;
08Jan2011;20;6;NO;
08Jan2011;39;6;NO;
08Jan2011;18;6;NO;
08Jan2011;28;6;NO;
08Jan2011;29;6;NO;
08Jan2011;24;6;SI;Carretera Convencional
08Jan2011;33;6;NO;
09Jan2011;38;6;NO;
09Jan2011;19;6;NO;
09Jan2011;23;6;NO;
09Jan2011;38;6;NO;
09Jan2011;19;6;NO;
09Jan2011;20;6;NO;
09Jan2011;19;6;NO;
09Jan2011;24;6;NO;
09Jan2011;29;6;NO;
09Jan2011;24;6;NO;
09Jan2011;26;6;NO;
09Jan2011;25;6;NO;
09Jan2011;;6;NO;
10Jan2011;33;6;NO;
10Jan2011;35;6;NO;
10Jan2011;25;6;NO;
10Jan2011;21;6;NO;
10Jan2011;17;6;NO;
10Jan2011;20;6;NO;
11Jan2011;23;6;NO;
11Jan2011;31;6;NO;
11Jan2011;30;6;NO;
11Jan2011;48;6;NO;
11Jan2011;40;6;NO;
12Jan2011;30;6;NO;
12Jan2011;21;6;NO;
12Jan2011;21;6;NO;
12Jan2011;30;6;NO;
12Jan2011;20;6;NO;
12Jan2011;25;6;NO;
12Jan2011;33;6;NO;
12Jan2011;27;6;NO;
12Jan2011;42;6;NO;
12Jan2011;38;6;NO;
12Jan2011;25;6;NO;
12Jan2011;18;6;NO;
13Jan2011;29;6;NO;
13Jan2011;24;6;NO;
13Jan2011;35;6;NO;
13Jan2011;18;6;NO;
13Jan2011;27;6;NO;
13Jan2011;32;6;NO;
13Jan2011;33;6;NO;
13Jan2011;23;6;NO;
13Jan2011;35;6;NO;
13Jan2011;30;6;NO;
13Jan2011;18;6;NO;
13Jan2011;24;6;SI;Carretera Convencional
13Jan2011;20;6;NO;
13Jan2011;25;6;NO;
14Jan2011;25;6;NO;
14Jan2011;20;6;NO;
14Jan2011;27;6;NO;
14Jan2011;27;6;NO;
14Jan2011;22;6;NO;
14Jan2011;33;6;NO;
14Jan2011;19;6;NO;
14Jan2011;25;6;NO;
14Jan2011;40;6;NO;
14Jan2011;23;6;NO;
15Jan2011;36;6;NO;
15Jan2011;19;6;NO;
15Jan2011;19;6;NO;
15Jan2011;27;6;NO;
15Jan2011;21;6;NO;
15Jan2011;23;6;NO;
15Jan2011;32;6;NO;
15Jan2011;26;6;NO;
15Jan2011;20;6;NO;
15Jan2011;24;6;NO;
15Jan2011;18;6;NO;
15Jan2011;21;6;NO;
15Jan2011;25;6;NO;
15Jan2011;39;6;NO;
15Jan2011;23;6;NO;
15Jan2011;36;6;NO;
15Jan2011;21;6;NO;
16Jan2011;29;6;NO;
16Jan2011;19;6;NO;
16Jan2011;24;6;SI;Carretera Convencional
16Jan2011;32;6;NO;
16Jan2011;21;6;NO;
16Jan2011;23;6;NO;
16Jan2011;22;6;NO;
16Jan2011;21;6;NO;
16Jan2011;25;6;NO;
16Jan2011;19;6;NO;
16Jan2011;26;6;SI;Carretera Convencional
16Jan2011;;6;SI;Carretera Convencional
16Jan2011;41;6;NO;
16Jan2011;27;6;NO;
16Jan2011;19;6;NO;
16Jan2011;20;6;NO;
16Jan2011;35;6;NO;
16Jan2011;28;6;NO;
16Jan2011;20;6;NO;
16Jan2011;24;6;SI;Carretera Convencional
16Jan2011;29;6;NO;
16Jan2011;27;6;NO;
16Jan2011;19;6;NO;
17Jan2011;18;6;NO;
17Jan2011;42;6;NO;
17Jan2011;19;6;NO;
17Jan2011;21;6;SI;Carretera Convencional
17Jan2011;30;6;NO;
18Jan2011;24;6;NO;
18Jan2011;24;6;NO;
18Jan2011;49;6;NO;
18Jan2011;21;6;NO;
18Jan2011;38;6;NO;
19Jan2011;22;6;NO;
19Jan2011;38;6;NO;
19Jan2011;;6;NO;
19Jan2011;24;6;NO;
19Jan2011;32;6;NO;
19Jan2011;31;6;SI;Carretera Convencional
20Jan2011;40;6;NO;
20Jan2011;22;6;NO;
20Jan2011;28;6;NO;
20Jan2011;31;6;NO;
20Jan2011;25;6;NO;
20Jan2011;31;6;NO;
20Jan2011;42;6;NO;
20Jan2011;29;6;NO;
20Jan2011;26;6;NO;
20Jan2011;23;6;NO;
20Jan2011;30;6;NO;
20Jan2011;24;6;NO;
21Jan2011;21;6;NO;
21Jan2011;20;6;NO;
21Jan2011;27;6;NO;
22Jan2011;24;6;NO;
22Jan2011;29;6;NO;
22Jan2011;51;6;NO;
22Jan2011;22;6;NO;
22Jan2011;36;6;NO;
22Jan2011;19;6;NO;
22Jan2011;26;6;NO;
22Jan2011;19;6;SI;Carretera Convencional
22Jan2011;26;6;NO;
22Jan2011;42;6;NO;
22Jan2011;27;6;NO;
22Jan2011;36;6;NO;
23Jan2011;21;6;SI;Se desconoce
23Jan2011;22;6;NO;
23Jan2011;28;6;NO;
23Jan2011;30;6;SI;Carretera Convencional
23Jan2011;22;6;NO;
23Jan2011;24;6;NO;
23Jan2011;33;6;NO;
23Jan2011;35;6;NO;
23Jan2011;20;6;NO;
23Jan2011;19;6;NO;
23Jan2011;18;6;NO;
23Jan2011;20;6;NO;
23Jan2011;37;6;NO;
23Jan2011;29;6;NO;
23Jan2011;18;6;NO;
23Jan2011;33;6;NO;
23Jan2011;43;6;NO;
23Jan2011;21;6;NO;
23Jan2011;24;6;NO;
23Jan2011;43;6;NO;
23Jan2011;21;6;NO;
23Jan2011;26;6;NO;
24Jan2011;26;6;NO;
24Jan2011;40;6;NO;
24Jan2011;30;6;NO;
24Jan2011;19;6;NO;
24Jan2011;21;6;NO;
24Jan2011;32;6;NO;
24Jan2011;35;6;NO;
25Jan2011;49;6;NO;
25Jan2011;43;6;NO;
25Jan2011;28;6;NO;
25Jan2011;43;6;NO;
25Jan2011;21;6;NO;
25Jan2011;28;6;NO;
25Jan2011;23;6;SI;Urbana
26Jan2011;30;6;NO;
26Jan2011;26;6;NO;
27Jan2011;24;6;NO;
27Jan2011;31;6;NO;
27Jan2011;21;6;NO;
28Jan2011;23;6;SI;Carretera Convencional
28Jan2011;23;6;NO;
28Jan2011;51;6;NO;
28Jan2011;31;6;NO;
28Jan2011;19;6;NO;
28Jan2011;36;6;NO;
28Jan2011;25;6;NO;
28Jan2011;26;6;NO;
28Jan2011;25;6;NO;
28Jan2011;24;6;NO;
28Jan2011;21;6;NO;
28Jan2011;29;6;NO;
29Jan2011;25;6;NO;
29Jan2011;32;6;NO;
29Jan2011;34;6;SI;Carretera Convencional
29Jan2011;25;6;NO;
29Jan2011;29;6;NO;
29Jan2011;20;6;NO;
29Jan2011;22;6;NO;
29Jan2011;21;6;NO;
29Jan2011;20;6;NO;
29Jan2011;23;6;NO;
29Jan2011;22;6;NO;
30Jan2011;21;6;SI;Carretera Convencional
30Jan2011;20;6;NO;
30Jan2011;28;6;NO;
30Jan2011;31;6;NO;
30Jan2011;20;6;NO;
30Jan2011;43;6;NO;
30Jan2011;37;6;NO;
30Jan2011;28;6;NO;
30Jan2011;;6;NO;
30Jan2011;19;6;NO;
30Jan2011;30;6;NO;
30Jan2011;19;6;NO;
30Jan2011;22;6;NO;
30Jan2011;19;6;NO;
30Jan2011;19;6;NO;
30Jan2011;23;6;NO;
30Jan2011;20;6;NO;
30Jan2011;27;6;NO;
30Jan2011;26;6;NO;
30Jan2011;28;6;NO;
30Jan2011;28;6;NO;
30Jan2011;22;6;NO;
31Jan2011;23;6;NO;
31Jan2011;29;6;NO;
31Jan2011;27;6;NO;
31Jan2011;21;6;NO;
31Jan2011;23;6;NO;
31Jan2011;22;6;NO;
31Jan2011;23;6;SI;Carretera Convencional
31Jan2011;30;6;NO;
31Jan2011;28;6;NO;
31Jan2011;21;6;NO;
31Jan2011;21;6;NO;
01Feb2011;24;6;NO;
01Feb2011;20;6;NO;
01Feb2011;29;6;NO;
01Feb2011;40;6;NO;
02Feb2011;31;6;SI;Carretera Convencional
02Feb2011;40;6;NO;
02Feb2011;25;6;NO;
02Feb2011;30;6;SI;Autovía
02Feb2011;24;6;NO;
02Feb2011;28;6;NO;
02Feb2011;;6;NO;
02Feb2011;21;6;NO;
03Feb2011;28;6;NO;
03Feb2011;24;6;NO;
03Feb2011;30;6;NO;
03Feb2011;22;6;NO;
03Feb2011;31;6;NO;
03Feb2011;27;6;NO;
03Feb2011;23;6;NO;
03Feb2011;32;6;NO;
03Feb2011;34;6;NO;
03Feb2011;35;6;NO;
03Feb2011;30;6;NO;
04Feb2011;26;6;NO;
04Feb2011;29;6;NO;
04Feb2011;23;6;NO;
04Feb2011;18;6;NO;
04Feb2011;27;6;NO;
04Feb2011;20;6;NO;
04Feb2011;21;6;NO;
04Feb2011;21;6;NO;
04Feb2011;22;6;NO;
04Feb2011;34;6;NO;
05Feb2011;45;6;NO;
05Feb2011;25;6;NO;
05Feb2011;35;6;NO;
05Feb2011;29;6;NO;
05Feb2011;22;6;NO;
05Feb2011;21;6;SI;Carretera Convencional Desdoblada
05Feb2011;27;6;NO;
05Feb2011;25;6;NO;
05Feb2011;39;6;NO;
05Feb2011;20;6;NO;
05Feb2011;20;6;NO;
05Feb2011;23;6;NO;
05Feb2011;26;6;NO;
05Feb2011;31;6;NO;
05Feb2011;24;6;NO;
05Feb2011;19;6;NO;
05Feb2011;19;6;NO;
05Feb2011;29;6;NO;
05Feb2011;25;6;NO;
05Feb2011;26;6;NO;
05Feb2011;20;6;NO;
05Feb2011;30;6;NO;
05Feb2011;19;6;NO;
06Feb2011;19;6;SI;Carretera Convencional
06Feb2011;42;6;SI;Carretera Convencional
06Feb2011;20;6;NO;
06Feb2011;20;6;NO;
06Feb2011;20;6;NO;
06Feb2011;27;6;NO;
06Feb2011;27;6;NO;
06Feb2011;21;6;NO;
06Feb2011;26;6;NO;
06Feb2011;29;6;NO;
06Feb2011;24;6;NO;
06Feb2011;32;6;NO;
06Feb2011;20;6;NO;
06Feb2011;21;6;NO;
06Feb2011;25;6;NO;
06Feb2011;45;6;NO;
06Feb2011;34;6;SI;Carretera Convencional
06Feb2011;29;6;NO;
06Feb2011;26;6;NO;
06Feb2011;24;6;NO;
06Feb2011;23;6;SI;Carretera Convencional
06Feb2011;29;6;NO;
06Feb2011;21;6;NO;
06Feb2011;25;6;NO;
06Feb2011;20;6;NO;
06Feb2011;29;6;NO;
06Feb2011;19;6;SI;Carretera Convencional
06Feb2011;20;6;NO;
06Feb2011;32;6;NO;
06Feb2011;23;6;NO;
06Feb2011;33;6;NO;
06Feb2011;26;6;NO;
06Feb2011;29;6;NO;
06Feb2011;27;6;NO;
07Feb2011;28;6;NO;
07Feb2011;21;6;NO;
07Feb2011;32;6;NO;
07Feb2011;26;6;SI;Carretera Convencional
07Feb2011;32;6;NO;
07Feb2011;23;6;NO;
08Feb2011;22;6;NO;
08Feb2011;30;6;SI;Carretera Convencional
08Feb2011;28;6;NO;
08Feb2011;44;6;NO;
08Feb2011;21;6;NO;
08Feb2011;32;6;NO;
08Feb2011;30;6;NO;
08Feb2011;21;6;NO;
08Feb2011;32;6;NO;
08Feb2011;31;6;NO;
08Feb2011;23;6;NO;
08Feb2011;31;6;NO;
09Feb2011;21;6;NO;
09Feb2011;26;6;NO;
09Feb2011;35;6;SI;Carretera Convencional
09Feb2011;27;6;NO;
09Feb2011;28;6;NO;
09Feb2011;52;6;NO;
09Feb2011;28;6;NO;
09Feb2011;30;6;NO;
09Feb2011;22;6;NO;
10Feb2011;31;6;NO;
10Feb2011;25;6;NO;
10Feb2011;24;6;NO;
10Feb2011;22;6;NO;
10Feb2011;50;6;NO;
10Feb2011;45;6;NO;
10Feb2011;24;6;NO;
10Feb2011;31;6;NO;
10Feb2011;36;6;NO;
10Feb2011;32;6;NO;
10Feb2011;27;6;NO;
10Feb2011;22;6;NO;
10Feb2011;22;6;NO;
10Feb2011;24;6;NO;
10Feb2011;22;6;NO;
10Feb2011;21;6;NO;
11Feb2011;32;6;NO;
11Feb2011;19;6;NO;
11Feb2011;23;6;NO;
11Feb2011;33;6;NO;
11Feb2011;20;6;NO;
11Feb2011;23;6;NO;
11Feb2011;27;6;NO;
11Feb2011;58;6;NO;
11Feb2011;39;6;NO;
11Feb2011;20;6;NO;
11Feb2011;36;6;NO;
11Feb2011;36;6;SI;Autopista de Peaje
12Feb2011;20;6;NO;
12Feb2011;37;6;NO;
12Feb2011;26;6;NO;
12Feb2011;21;6;NO;
12Feb2011;22;6;NO;
12Feb2011;27;6;NO;
12Feb2011;31;6;NO;
12Feb2011;41;6;NO;
12Feb2011;22;6;NO;
12Feb2011;26;6;NO;
12Feb2011;33;6;NO;
12Feb2011;24;6;SI;Carretera Convencional Desdoblada
12Feb2011;25;6;NO;
12Feb2011;23;6;NO;
13Feb2011;19;6;NO;
13Feb2011;38;6;NO;
13Feb2011;19;6;NO;
13Feb2011;20;6;NO;
13Feb2011;22;6;SI;Carretera Convencional
13Feb2011;30;6;NO;
13Feb2011;44;6;SI;Se desconoce
13Feb2011;26;6;SI;Carretera Convencional
13Feb2011;20;6;NO;
13Feb2011;32;6;NO;
13Feb2011;20;6;NO;
13Feb2011;29;6;NO;
13Feb2011;27;6;NO;
13Feb2011;27;6;NO;
13Feb2011;21;6;NO;
13Feb2011;;6;NO;
13Feb2011;31;6;NO;
13Feb2011;25;6;NO;
13Feb2011;24;6;NO;
13Feb2011;37;6;NO;
14Feb2011;40;6;NO;
14Feb2011;23;6;NO;
14Feb2011;36;6;NO;
14Feb2011;30;6;NO;
14Feb2011;21;6;NO;
14Feb2011;22;6;SI;Urbana
14Feb2011;31;6;NO;
14Feb2011;41;6;NO;
14Feb2011;38;6;NO;
14Feb2011;33;6;NO;
14Feb2011;25;6;NO;
14Feb2011;34;6;NO;
15Feb2011;24;6;NO;
15Feb2011;35;6;NO;
15Feb2011;21;6;SI;Carretera Convencional
15Feb2011;27;6;NO;
15Feb2011;29;6;NO;
15Feb2011;20;6;NO;
15Feb2011;25;6;NO;
15Feb2011;42;6;NO;
15Feb2011;28;6;SI;Autovía
15Feb2011;33;6;NO;
15Feb2011;27;6;NO;
15Feb2011;24;6;NO;
16Feb2011;34;6;SI;Carretera Convencional
16Feb2011;21;6;NO;
16Feb2011;31;6;NO;
16Feb2011;23;6;SI;Urbana
16Feb2011;37;6;NO;
16Feb2011;24;6;NO;
16Feb2011;;6;NO;
16Feb2011;22;6;NO;
16Feb2011;30;6;NO;
16Feb2011;28;6;NO;
16Feb2011;20;6;NO;
16Feb2011;28;6;NO;
16Feb2011;25;6;NO;
17Feb2011;29;6;NO;
17Feb2011;25;6;NO;
17Feb2011;22;6;NO;
17Feb2011;19;6;NO;
17Feb2011;32;6;NO;
17Feb2011;28;6;NO;
17Feb2011;40;6;NO;
17Feb2011;27;6;NO;
17Feb2011;28;6;SI;Carretera Convencional
17Feb2011;18;6;NO;
17Feb2011;33;6;NO;
17Feb2011;35;6;SI;Urbana
17Feb2011;34;6;NO;
18Feb2011;23;6;NO;
18Feb2011;29;6;NO;
18Feb2011;16;6;NO;
18Feb2011;22;6;NO;
18Feb2011;20;6;NO;
18Feb2011;40;6;NO;
18Feb2011;21;6;NO;
18Feb2011;25;6;NO;
18Feb2011;22;6;NO;
18Feb2011;24;6;NO;
18Feb2011;25;6;NO;
19Feb2011;21;6;NO;
19Feb2011;24;6;NO;
19Feb2011;31;6;NO;
19Feb2011;42;6;NO;
19Feb2011;33;6;NO;
19Feb2011;23;6;NO;
19Feb2011;22;6;NO;
19Feb2011;22;6;NO;
19Feb2011;30;6;NO;
19Feb2011;20;6;NO;
19Feb2011;22;6;NO;
19Feb2011;33;6;NO;
19Feb2011;33;6;NO;
19Feb2011;22;6;NO;
19Feb2011;24;6;NO;
19Feb2011;18;6;NO;
19Feb2011;21;6;NO;
19Feb2011;30;6;NO;
19Feb2011;22;6;NO;
19Feb2011;25;6;NO;
19Feb2011;32;6;NO;
19Feb2011;20;6;NO;
20Feb2011;39;6;NO;
20Feb2011;33;6;NO;
20Feb2011;23;6;NO;
20Feb2011;32;6;NO;
20Feb2011;23;6;NO;
20Feb2011;27;6;NO;
20Feb2011;30;6;NO;
20Feb2011;19;6;NO;
20Feb2011;56;6;NO;
20Feb2011;43;6;NO;
20Feb2011;32;6;NO;
20Feb2011;29;6;NO;
20Feb2011;41;6;NO;
20Feb2011;29;6;NO;
20Feb2011;29;6;NO;
20Feb2011;20;6;NO;
20Feb2011;39;6;NO;
20Feb2011;21;6;NO;
20Feb2011;27;6;NO;
20Feb2011;21;6;NO;
20Feb2011;18;6;NO;
20Feb2011;21;6;NO;
20Feb2011;24;6;NO;
20Feb2011;20;6;NO;
20Feb2011;39;6;NO;
20Feb2011;21;6;NO;
20Feb2011;20;6;NO;
20Feb2011;21;6;NO;
20Feb2011;21;6;NO;
20Feb2011;28;6;NO;
20Feb2011;19;6;NO;
20Feb2011;27;6;NO;
21Feb2011;31;6;NO;
21Feb2011;21;6;NO;
21Feb2011;26;6;NO;
21Feb2011;21;6;NO;
21Feb2011;24;6;NO;
21Feb2011;21;6;NO;
21Feb2011;19;6;NO;
21Feb2011;24;6;NO;
21Feb2011;33;6;NO;
21Feb2011;23;6;NO;
21Feb2011;33;6;NO;
21Feb2011;39;6;NO;
22Feb2011;36;6;NO;
22Feb2011;37;6;NO;
22Feb2011;22;6;NO;
22Feb2011;29;6;NO;
22Feb2011;26;6;NO;
23Feb2011;30;6;NO;
23Feb2011;30;6;NO;
23Feb2011;32;6;NO;
23Feb2011;31;6;NO;
23Feb2011;30;6;NO;
23Feb2011;23;6;NO;
24Feb2011;22;6;NO;
24Feb2011;28;6;NO;
24Feb2011;23;6;NO;
24Feb2011;24;6;NO;
24Feb2011;26;6;NO;
24Feb2011;23;6;NO;
24Feb2011;27;6;NO;
24Feb2011;21;6;NO;
24Feb2011;19;6;NO;
24Feb2011;20;6;NO;
24Feb2011;26;6;NO;
24Feb2011;34;6;NO;
24Feb2011;26;6;NO;
25Feb2011;31;6;NO;
25Feb2011;39;6;NO;
25Feb2011;38;6;NO;
25Feb2011;24;6;SI;Carretera Convencional
25Feb2011;38;6;NO;
25Feb2011;31;6;NO;
25Feb2011;34;6;NO;
25Feb2011;28;6;NO;
25Feb2011;32;6;NO;
25Feb2011;35;6;NO;
26Feb2011;30;6;NO;
26Feb2011;19;6;NO;
26Feb2011;20;6;NO;
26Feb2011;26;6;NO;
26Feb2011;27;6;SI;Carretera Convencional
26Feb2011;19;6;NO;
26Feb2011;21;6;NO;
26Feb2011;26;6;NO;
26Feb2011;21;6;NO;
26Feb2011;20;6;NO;
26Feb2011;23;6;NO;
26Feb2011;24;6;NO;
26Feb2011;31;6;NO;
26Feb2011;24;6;NO;
26Feb2011;21;6;NO;
26Feb2011;30;6;NO;
26Feb2011;24;6;NO;
26Feb2011;38;6;NO;
26Feb2011;20;6;NO;
27Feb2011;30;6;NO;
27Feb2011;20;6;NO;
27Feb2011;23;6;NO;
27Feb2011;33;6;NO;
27Feb2011;43;6;NO;
27Feb2011;25;6;NO;
27Feb2011;35;6;NO;
27Feb2011;23;6;NO;
27Feb2011;20;6;SI;Carretera Convencional
27Feb2011;24;6;SI;Urbana
27Feb2011;26;6;NO;
27Feb2011;28;6;NO;
27Feb2011;38;6;NO;
27Feb2011;26;6;NO;
27Feb2011;21;6;NO;
27Feb2011;19;6;NO;
27Feb2011;19;6;NO;
27Feb2011;29;6;SI;Urbana
27Feb2011;21;6;NO;
27Feb2011;21;6;SI;Carretera Convencional
27Feb2011;23;6;NO;
27Feb2011;20;6;NO;
27Feb2011;32;6;SI;Carretera Convencional
27Feb2011;34;6;NO;
27Feb2011;26;6;NO;
27Feb2011;23;6;NO;
27Feb2011;21;6;NO;
27Feb2011;26;6;NO;
27Feb2011;21;6;NO;
28Feb2011;24;6;NO;
28Feb2011;28;6;SI;Urbana
28Feb2011;36;6;NO;
28Feb2011;21;6;NO;
28Feb2011;22;6;NO;
28Feb2011;39;6;NO;
01Mar2011;30;6;NO;
01Mar2011;25;6;NO;
01Mar2011;24;6;NO;
01Mar2011;19;6;SI;Carretera Convencional
01Mar2011;32;6;NO;
01Mar2011;22;6;NO;
01Mar2011;19;6;NO;
01Mar2011;26;6;NO;
01Mar2011;30;6;NO;
01Mar2011;37;6;NO;
01Mar2011;23;6;NO;
02Mar2011;26;6;NO;
02Mar2011;21;6;NO;
02Mar2011;31;6;NO;
02Mar2011;27;6;NO;
02Mar2011;27;6;NO;
02Mar2011;32;6;NO;
02Mar2011;24;6;NO;
02Mar2011;21;6;NO;
02Mar2011;25;6;NO;
02Mar2011;21;6;NO;
02Mar2011;25;6;NO;
02Mar2011;32;6;NO;
02Mar2011;41;6;NO;
03Mar2011;30;6;SI;Carretera Convencional
03Mar2011;30;6;NO;
03Mar2011;18;6;NO;
03Mar2011;22;6;NO;
03Mar2011;34;6;NO;
03Mar2011;32;6;NO;
03Mar2011;29;6;NO;
03Mar2011;19;6;NO;
03Mar2011;31;6;NO;
04Mar2011;30;6;NO;
04Mar2011;23;6;NO;
04Mar2011;29;6;NO;
04Mar2011;51;6;NO;
04Mar2011;22;6;NO;
04Mar2011;29;6;NO;
04Mar2011;24;6;NO;
04Mar2011;23;6;NO;
04Mar2011;27;6;NO;
04Mar2011;19;6;NO;
04Mar2011;28;6;NO;
04Mar2011;23;6;NO;
04Mar2011;23;6;NO;
04Mar2011;21;6;NO;
04Mar2011;27;6;NO;
04Mar2011;28;6;NO;
05Mar2011;21;6;NO;
05Mar2011;26;6;NO;
05Mar2011;21;6;NO;
05Mar2011;22;6;NO;
05Mar2011;28;6;NO;
05Mar2011;21;6;NO;
05Mar2011;23;6;NO;
05Mar2011;25;6;NO;
05Mar2011;58;6;NO;
05Mar2011;26;6;NO;
05Mar2011;22;6;NO;
05Mar2011;24;6;NO;
05Mar2011;36;6;NO;
05Mar2011;20;6;NO;
05Mar2011;24;6;NO;
05Mar2011;27;6;NO;
05Mar2011;29;6;NO;
05Mar2011;23;6;NO;
05Mar2011;32;6;NO;
05Mar2011;27;6;NO;
05Mar2011;21;6;NO;
05Mar2011;38;6;NO;
05Mar2011;20;6;NO;
05Mar2011;42;6;NO;
05Mar2011;30;6;NO;
05Mar2011;35;6;NO;
05Mar2011;19;6;NO;
05Mar2011;23;6;NO;
05Mar2011;20;6;NO;
05Mar2011;22;6;NO;
05Mar2011;27;6;NO;
05Mar2011;23;6;SI;Carretera Convencional Desdoblada
05Mar2011;32;6;NO;
05Mar2011;26;6;NO;
06Mar2011;28;6;NO;
06Mar2011;37;6;NO;
06Mar2011;39;6;NO;
06Mar2011;26;6;NO;
06Mar2011;30;6;SI;Carretera Convencional
06Mar2011;28;6;NO;
06Mar2011;22;6;NO;
06Mar2011;36;6;NO;
06Mar2011;27;6;NO;
06Mar2011;21;6;NO;
06Mar2011;22;6;NO;
06Mar2011;21;6;NO;
06Mar2011;22;6;NO;
06Mar2011;39;6;NO;
06Mar2011;33;6;NO;
06Mar2011;25;6;NO;
06Mar2011;21;6;NO;
06Mar2011;20;6;NO;
06Mar2011;28;6;NO;
06Mar2011;21;6;NO;
06Mar2011;21;6;NO;
06Mar2011;22;6;NO;
06Mar2011;33;6;NO;
06Mar2011;23;6;NO;
06Mar2011;21;6;NO;
06Mar2011;18;6;NO;
06Mar2011;22;6;NO;
06Mar2011;49;6;NO;
06Mar2011;20;6;NO;
06Mar2011;;6;NO;
06Mar2011;32;6;NO;
06Mar2011;24;6;NO;
07Mar2011;20;6;NO;
07Mar2011;21;6;SI;Urbana
07Mar2011;27;6;NO;
07Mar2011;24;6;NO;
07Mar2011;19;6;NO;
07Mar2011;26;6;NO;
07Mar2011;25;6;NO;
07Mar2011;19;6;NO;
07Mar2011;22;6;NO;
07Mar2011;;6;NO;
07Mar2011;24;6;NO;
07Mar2011;24;6;NO;
07Mar2011;21;6;NO;
07Mar2011;18;6;NO;
07Mar2011;32;6;NO;
07Mar2011;25;6;SI;Urbana
07Mar2011;21;6;NO;
07Mar2011;28;6;NO;
07Mar2011;22;6;NO;
07Mar2011;39;6;NO;
07Mar2011;18;6;NO;
08Mar2011;18;6;NO;
08Mar2011;34;6;NO;
08Mar2011;42;6;NO;
08Mar2011;27;6;NO;
08Mar2011;21;6;NO;
08Mar2011;19;6;NO;
08Mar2011;31;6;NO;
08Mar2011;32;6;NO;
08Mar2011;20;6;NO;
08Mar2011;18;6;NO;
09Mar2011;26;6;NO;
09Mar2011;25;6;NO;
09Mar2011;24;6;NO;
09Mar2011;36;6;NO;
09Mar2011;34;6;NO;
09Mar2011;23;6;NO;
09Mar2011;41;6;NO;
09Mar2011;23;6;NO;
09Mar2011;;6;NO;
09Mar2011;26;6;NO;
09Mar2011;24;6;NO;
09Mar2011;24;6;NO;
